Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
d_palmer_11.txt,1,205,33.81,66.97,76.66,12.76,14.64,16.10,91.71,55.61,17.07,13.17,7.32,1.95,0.49,0.98,2.44,3.90,7.32,10.24,8.29,9.76,6.83,1.95,16.59,2.93,0.98,1.95,1.95,2.93,3.90,1.46,2.44,0.49,0.98,0.00,11.71,2.44,0.49,0.49,3.41,11.71,0.98,1.46,1.95,1.46,5.37,0.49,2.44,0.98,0.98,0.49,1.95,0.98,0.00,0.00,0.98,10.24,4.39,2.44,1.95,0.98,0.49,8.29,6.34,1.46,19.51,2.93,8.78,8.78,0.49,1.95,1.46,1.95,0.00,0.00,0.49,0.00,0.00,0.49,0.00,0.00,15.12,6.34,4.39,0.00,0.00,0.00,0.49,0.98,0.98,1.95,0.00,0.00
d_palmer_12.txt,1,70,3.62,19.58,84.71,1.00,11.67,15.71,95.71,67.14,20.00,15.71,10.00,0.00,0.00,0.00,5.71,4.29,5.71,8.57,12.86,11.43,11.43,4.29,21.43,7.14,0.00,4.29,0.00,0.00,5.71,0.00,5.71,1.43,1.43,0.00,8.57,0.00,0.00,0.00,0.00,14.29,1.43,0.00,2.86,2.86,4.29,2.86,2.86,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,1.43,4.29,0.00,12.86,5.71,0.00,15.71,1.43,5.71,10.00,4.29,0.00,1.43,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86,8.57,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_palmer_13.txt,1,57,38.57,29.92,81.22,58.97,9.50,17.54,89.47,57.89,10.53,5.26,3.51,0.00,0.00,0.00,1.75,5.26,12.28,8.77,15.79,8.77,7.02,3.51,26.32,5.26,5.26,0.00,0.00,1.75,3.51,1.75,0.00,0.00,0.00,0.00,7.02,0.00,3.51,0.00,0.00,14.04,3.51,0.00,3.51,3.51,1.75,5.26,3.51,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,7.02,3.51,0.00,1.75,1.75,0.00,14.04,7.02,1.75,17.54,1.75,12.28,5.26,3.51,1.75,7.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_palmer_14.txt,1,151,64.68,9.28,97.16,75.02,13.73,9.27,92.72,59.60,12.58,9.27,8.61,0.00,0.00,0.00,0.66,3.31,7.95,15.89,12.58,7.28,4.64,1.99,21.19,5.96,4.64,1.32,0.66,3.97,2.65,2.65,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,8.61,0.00,1.32,3.31,0.66,0.66,3.97,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.66,3.31,0.66,0.66,1.99,0.00,0.00,13.25,5.96,1.99,23.18,4.64,15.89,4.64,3.31,1.32,3.97,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.89,6.62,4.64,0.00,0.00,0.00,0.66,0.00,2.65,0.00,1.32,0.00
d_palmer_15.txt,1,205,47.25,23.22,62.60,43.55,22.78,18.05,88.29,54.63,10.73,6.34,5.37,0.98,0.00,0.00,0.00,4.39,9.76,9.27,11.22,7.32,8.78,2.44,19.02,3.90,1.46,0.98,1.46,3.41,3.90,2.44,1.46,0.49,0.00,0.98,3.41,0.98,0.00,0.00,0.49,12.68,2.44,0.98,1.46,1.46,3.41,3.90,4.39,1.95,0.49,0.98,2.44,0.49,0.98,0.00,0.98,4.39,1.95,0.49,0.49,1.46,0.00,10.73,5.37,0.00,12.68,1.46,7.80,4.39,1.95,3.41,0.49,0.49,0.00,0.00,0.98,0.00,0.49,0.00,0.49,0.00,10.24,2.44,2.44,0.00,0.00,0.00,1.95,1.46,0.00,1.95,0.00,0.00
d_palmer_16.txt,1,194,58.40,78.04,76.11,81.50,17.64,14.95,88.66,59.79,14.43,11.34,4.64,5.67,0.00,0.00,1.03,3.09,7.22,16.49,9.79,7.22,6.19,3.61,17.01,4.64,2.06,2.06,1.03,0.00,4.12,3.61,0.52,0.00,0.00,0.00,12.37,0.00,0.52,0.00,0.00,10.31,0.52,2.06,1.55,2.06,2.58,2.06,0.00,0.00,0.00,0.00,1.03,0.52,0.52,0.00,0.00,12.37,6.19,1.55,3.09,2.58,0.00,6.70,7.22,1.03,19.59,4.12,8.76,8.76,3.09,1.03,1.03,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.86,5.15,2.58,0.00,0.00,0.52,0.00,2.06,0.00,0.52,1.03,0.00
d_palmer_17.txt,1,199,63.75,14.56,40.77,44.14,19.90,22.61,88.44,55.28,10.05,4.02,4.02,0.00,0.00,0.00,0.00,6.03,12.06,8.54,11.06,4.02,7.54,3.52,15.58,4.02,1.51,0.50,1.01,0.50,7.04,4.02,3.02,1.01,1.01,0.50,3.02,0.00,0.00,0.00,0.00,15.08,0.50,3.02,2.51,2.51,2.51,6.03,2.01,0.00,1.01,0.00,3.52,0.00,0.50,0.00,3.02,5.03,0.50,1.01,2.01,0.50,1.51,9.05,4.52,2.01,11.56,1.01,6.53,4.02,1.01,3.52,3.52,1.01,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,9.05,5.03,3.02,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
d_palmer_18.txt,1,436,58.66,41.83,74.76,16.00,17.44,17.66,89.45,56.88,16.74,10.32,6.65,0.46,0.46,1.83,0.92,6.42,7.34,13.53,8.94,4.82,5.73,2.06,16.51,3.90,2.06,0.46,2.98,1.61,5.73,2.52,3.21,0.23,1.61,0.46,8.94,0.23,0.69,2.06,0.00,11.70,1.15,1.38,1.61,4.59,1.61,2.98,1.38,0.46,0.69,0.00,1.38,0.23,0.23,0.23,0.92,5.50,2.06,1.15,2.29,0.46,0.46,9.17,5.05,1.61,17.66,2.98,9.63,6.19,2.29,2.29,1.83,0.92,0.00,0.00,0.69,0.23,0.00,0.23,0.23,0.00,11.93,6.19,2.29,0.23,0.00,0.00,0.00,0.23,0.46,0.92,1.38,0.23
d_palmer_19.txt,1,219,87.25,24.66,67.62,42.33,21.90,22.83,87.21,52.51,11.42,5.94,5.94,0.00,0.00,0.00,0.00,5.48,10.96,14.16,6.85,3.20,7.31,0.91,12.79,5.94,3.65,0.46,0.91,2.74,4.57,2.74,1.83,0.00,0.91,0.00,1.83,0.00,0.46,0.00,0.00,9.59,0.46,0.46,1.83,2.74,3.20,1.83,2.28,1.83,0.46,0.00,1.37,0.91,0.00,0.00,0.46,3.20,0.00,0.91,0.91,2.28,0.46,8.22,3.20,0.46,17.35,2.74,11.42,5.02,1.37,5.48,3.65,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.98,4.57,7.31,0.00,0.00,0.00,0.00,1.83,0.91,1.37,0.00,0.00
d_palmer_2.txt,1,238,73.36,81.12,41.74,95.15,11.90,15.97,92.86,52.52,10.92,6.30,1.26,4.62,0.00,0.00,0.42,4.62,10.50,10.92,10.08,2.10,7.98,2.10,16.81,6.72,2.94,1.68,0.84,1.68,5.88,5.04,0.42,0.00,0.42,0.00,12.18,1.68,0.42,0.00,1.68,9.24,0.84,0.84,0.84,2.94,0.00,4.62,4.20,2.52,0.42,1.26,2.52,0.00,0.42,0.00,2.10,9.66,5.88,0.42,2.52,1.26,0.00,9.24,4.62,0.84,13.87,2.52,6.72,5.46,3.36,2.94,3.36,0.42,0.00,0.00,0.42,0.00,0.00,0.42,0.00,0.00,11.76,7.98,1.68,0.00,0.00,1.26,0.00,0.00,0.00,0.84,0.00,0.00
d_palmer_20.txt,1,283,89.64,41.61,90.80,6.27,15.72,12.72,91.17,55.83,12.72,9.89,6.71,0.00,1.41,1.06,0.71,2.83,9.89,17.67,6.36,3.53,6.71,1.06,15.90,6.01,2.83,0.71,0.71,0.35,4.59,1.41,3.18,0.71,0.35,0.71,7.07,0.00,0.00,1.41,0.00,10.25,2.12,1.77,3.53,2.83,0.71,2.83,3.18,0.71,0.71,1.06,0.35,0.35,0.00,0.00,0.00,6.01,0.00,1.77,3.89,0.71,1.06,7.07,5.65,0.35,21.91,3.18,13.07,6.36,2.12,3.18,5.65,1.06,0.00,0.00,0.71,0.00,0.00,0.35,0.35,0.00,6.36,5.65,0.00,0.00,0.00,0.35,0.35,0.00,0.00,0.00,0.00,0.00
d_palmer_3.txt,1,211,21.06,89.10,55.30,13.04,17.58,9.00,92.42,62.56,17.54,12.32,1.90,8.06,0.00,0.47,1.90,5.21,6.16,12.80,11.37,9.48,8.53,3.79,19.91,4.27,1.42,0.95,2.37,0.95,4.74,1.90,2.84,0.00,0.00,1.42,12.80,0.47,0.47,0.00,0.95,9.00,0.47,1.42,1.42,1.90,0.95,2.84,1.42,0.95,0.00,0.47,2.37,0.47,0.47,0.00,1.42,13.27,8.53,1.42,1.42,1.90,0.00,9.00,6.64,0.95,18.48,2.84,9.00,7.11,1.42,1.42,1.42,2.37,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.47,11.37,1.42,1.42,0.00,0.00,0.00,4.27,0.95,0.00,2.84,0.00,0.47
d_palmer_4.txt,1,73,72.02,20.56,56.08,76.42,18.25,17.81,84.93,60.27,8.22,4.11,4.11,0.00,0.00,0.00,0.00,4.11,10.96,16.44,9.59,6.85,12.33,2.74,15.07,6.85,4.11,0.00,1.37,0.00,2.74,2.74,0.00,0.00,0.00,0.00,2.74,0.00,1.37,0.00,0.00,9.59,1.37,1.37,1.37,2.74,2.74,4.11,0.00,0.00,0.00,0.00,1.37,0.00,1.37,0.00,0.00,4.11,0.00,1.37,2.74,2.74,0.00,9.59,5.48,0.00,13.70,1.37,8.22,6.85,1.37,2.74,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.44,5.48,9.59,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00
d_palmer_5.txt,1,110,71.07,5.10,49.39,76.23,15.71,16.36,90.00,54.55,11.82,7.27,6.36,0.00,0.91,0.00,0.00,4.55,12.73,9.09,9.09,3.64,6.36,3.64,15.45,10.00,7.27,0.91,0.00,3.64,4.55,3.64,0.91,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,18.18,0.00,0.91,1.82,2.73,1.82,10.91,2.73,1.82,0.91,0.00,0.91,0.91,0.00,0.00,0.00,2.73,0.00,0.00,0.00,1.82,0.91,6.36,9.09,0.00,5.45,2.73,1.82,0.91,0.00,4.55,2.73,4.55,0.00,0.00,1.82,0.00,0.00,1.82,0.00,0.00,20.00,5.45,7.27,0.00,2.73,0.00,1.82,0.00,0.00,0.91,1.82,0.00
d_palmer_6.txt,1,243,66.84,13.32,95.64,56.88,22.09,15.23,89.71,58.44,15.23,9.88,8.23,0.00,0.00,0.00,1.65,5.35,7.41,15.64,8.64,3.70,6.17,3.70,18.52,2.47,2.06,1.23,2.47,1.23,4.12,2.88,1.23,0.00,0.00,0.82,5.35,0.00,0.41,0.41,0.00,9.47,1.23,1.65,0.41,2.06,0.41,4.53,2.06,1.23,0.00,0.00,1.23,0.41,0.82,0.00,0.00,6.58,0.00,0.82,4.94,1.23,0.41,12.76,5.35,0.82,17.70,3.29,13.17,3.29,2.47,0.00,4.12,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,4.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_palmer_7.txt,1,107,49.83,95.35,93.11,25.77,13.38,17.76,93.46,56.07,13.08,10.28,1.87,7.48,0.00,0.00,0.93,2.80,6.54,14.02,10.28,8.41,8.41,0.93,20.56,5.61,0.00,1.87,1.87,1.87,5.61,2.80,2.80,0.93,0.00,0.00,14.02,0.00,0.93,0.00,0.00,6.54,0.93,0.00,1.87,1.87,0.93,1.87,3.74,1.87,1.87,0.00,0.93,0.93,0.00,0.00,0.00,16.82,9.35,0.93,4.67,0.00,1.87,7.48,8.41,1.87,27.10,4.67,14.95,8.41,1.87,1.87,4.67,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.02,5.61,3.74,0.00,0.00,0.00,1.87,0.00,0.00,1.87,0.00,0.93
d_palmer_8.txt,1,89,74.60,41.13,37.57,68.20,11.12,22.47,84.27,43.82,10.11,4.49,3.37,0.00,0.00,0.00,1.12,5.62,7.87,8.99,6.74,4.49,6.74,0.00,12.36,7.87,2.25,1.12,4.49,2.25,8.99,5.62,3.37,0.00,0.00,1.12,5.62,0.00,0.00,0.00,0.00,13.48,2.25,2.25,2.25,2.25,3.37,3.37,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,1.12,7.87,0.00,1.12,5.62,2.25,0.00,6.74,2.25,2.25,12.36,1.12,8.99,3.37,3.37,2.25,1.12,3.37,0.00,0.00,2.25,1.12,2.25,0.00,0.00,0.00,17.98,13.48,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12
d_palmer_9.txt,1,86,55.38,50.00,77.74,47.26,14.33,16.28,91.86,59.30,17.44,10.47,5.81,0.00,2.33,1.16,1.16,6.98,10.47,12.79,10.47,3.49,6.98,3.49,18.60,2.33,1.16,4.65,1.16,1.16,3.49,2.33,1.16,0.00,0.00,0.00,10.47,0.00,0.00,2.33,0.00,4.65,0.00,0.00,0.00,0.00,1.16,3.49,5.81,2.33,2.33,0.00,1.16,0.00,0.00,0.00,1.16,9.30,0.00,0.00,3.49,4.65,1.16,8.14,8.14,1.16,17.44,2.33,8.14,6.98,1.16,2.33,4.65,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,6.98,8.14,0.00,0.00,0.00,0.00,0.00,0.00,3.49,0.00,0.00
t_hilton_1.txt,1,85,87.04,82.67,12.57,95.55,12.14,11.76,80.00,55.29,11.76,10.59,3.53,5.88,0.00,0.00,1.18,1.18,11.76,14.12,9.41,3.53,5.88,0.00,11.76,8.24,1.18,0.00,5.88,1.18,9.41,7.06,2.35,1.18,0.00,1.18,8.24,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,1.18,2.35,1.18,1.18,0.00,0.00,0.00,0.00,0.00,0.00,9.41,5.88,0.00,0.00,2.35,1.18,7.06,3.53,0.00,9.41,0.00,7.06,3.53,1.18,4.71,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.29,8.24,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,2.35
t_hilton_10.txt,1,161,63.89,50.00,80.16,96.64,12.38,18.63,85.71,52.17,11.80,8.07,4.35,1.86,0.62,0.00,1.24,3.73,11.18,9.94,10.56,4.97,6.83,2.48,16.77,8.07,1.86,1.24,1.86,1.86,4.97,4.97,0.00,0.00,0.00,0.00,8.07,0.00,0.00,0.00,0.00,9.94,0.62,0.62,1.24,3.11,0.62,3.73,1.86,1.24,0.00,0.00,2.48,0.00,0.62,0.00,1.86,4.97,1.86,0.62,1.86,1.24,0.00,9.32,4.97,0.62,18.63,1.24,10.56,7.45,0.00,3.11,3.73,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.15,5.59,3.73,0.00,0.00,0.62,1.86,0.00,0.00,3.73,0.00,0.62
t_hilton_11.txt,1,225,72.80,76.15,82.75,75.29,17.31,15.56,92.00,60.00,12.44,6.67,1.33,5.33,0.00,0.00,0.00,5.78,10.22,15.11,11.56,5.33,5.33,2.67,23.56,6.22,2.22,0.00,1.78,0.89,4.00,3.11,0.44,0.00,0.44,0.00,9.78,0.00,0.44,0.00,0.00,10.22,3.11,1.33,1.33,0.89,0.00,4.00,5.78,2.22,0.89,2.67,0.00,0.00,0.00,0.00,0.00,9.33,5.78,1.78,1.33,0.44,0.00,11.11,4.89,1.78,19.56,3.56,9.33,8.00,2.67,1.33,1.78,0.44,0.00,0.00,1.78,0.00,0.00,1.33,0.44,0.00,11.11,6.67,2.67,0.00,0.00,0.00,0.89,0.00,0.00,0.89,0.00,0.00
t_hilton_12.txt,1,206,78.98,28.02,78.47,79.01,25.75,10.68,86.89,48.06,10.68,6.31,4.37,0.00,1.46,0.00,0.49,4.37,7.77,13.59,7.77,4.37,5.34,2.43,16.50,5.34,1.94,0.97,5.34,3.40,7.77,5.34,2.43,0.49,0.00,1.46,4.37,0.49,0.00,0.00,0.00,10.19,0.97,1.46,1.94,2.43,1.46,4.85,0.49,0.00,0.49,0.00,1.46,0.49,0.00,0.00,0.97,8.74,0.49,1.94,3.40,3.40,0.00,6.80,8.25,0.49,17.48,1.94,10.68,4.85,3.40,2.43,1.94,2.91,0.00,0.00,0.49,0.00,0.49,0.00,0.00,0.00,20.39,5.83,1.94,0.49,0.49,0.49,0.49,1.46,0.49,1.46,5.83,1.46
t_hilton_13.txt,1,122,79.40,68.85,76.88,40.51,15.25,19.67,86.89,50.82,18.85,10.66,6.56,2.46,0.00,0.00,1.64,8.20,7.38,14.75,1.64,4.92,4.92,0.82,9.02,4.92,1.64,3.28,5.74,3.28,4.10,2.46,1.64,0.00,0.00,0.82,11.48,0.00,1.64,0.00,0.82,5.74,0.82,0.00,0.00,1.64,1.64,1.64,0.00,0.00,0.00,0.00,1.64,1.64,0.00,0.00,0.00,9.84,2.46,0.82,3.28,2.46,0.82,8.20,2.46,0.00,16.39,0.82,7.38,9.02,4.92,0.82,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03,5.74,8.20,0.00,0.00,0.00,0.82,0.00,1.64,0.00,0.00,1.64
t_hilton_14.txt,1,107,67.82,20.02,98.20,61.21,21.40,16.82,87.85,53.27,12.15,6.54,4.67,0.00,1.87,0.00,0.00,4.67,8.41,12.15,9.35,3.74,6.54,2.80,17.76,4.67,1.87,0.00,3.74,0.93,4.67,2.80,0.93,0.00,0.00,0.93,1.87,0.00,0.00,0.00,0.00,12.15,0.93,0.93,2.80,4.67,1.87,4.67,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,1.87,3.74,0.00,0.00,2.80,0.93,0.00,2.80,10.28,3.74,26.17,7.48,17.76,4.67,0.93,2.80,5.61,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95,4.67,5.61,0.00,0.00,0.00,0.00,0.00,0.93,1.87,0.00,1.87
t_hilton_15.txt,1,397,79.29,27.28,93.25,63.98,16.54,16.88,88.41,54.41,13.85,10.08,8.31,0.25,0.25,0.25,1.01,3.78,11.84,12.34,7.30,4.53,5.04,2.52,15.37,3.53,1.76,1.26,2.27,1.51,3.02,2.27,0.25,0.00,0.00,0.00,6.80,0.25,0.76,0.50,0.00,9.07,2.02,1.26,2.02,1.26,0.50,2.52,1.01,0.00,1.01,0.00,2.02,0.00,1.26,0.00,0.76,4.03,0.50,1.51,0.76,1.01,0.76,8.31,5.04,0.50,19.40,3.53,10.83,6.30,4.79,2.77,3.27,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,11.59,6.05,2.52,0.00,0.00,0.00,0.00,0.76,0.50,1.26,0.00,0.50
t_hilton_16.txt,1,135,97.34,47.04,33.94,8.22,16.88,20.74,84.44,49.63,11.11,7.41,5.19,0.74,0.74,0.00,0.74,3.70,13.33,15.56,3.70,4.44,2.22,0.74,10.37,5.93,2.22,2.22,2.22,1.48,5.93,2.22,3.70,1.48,0.00,0.74,6.67,0.00,0.00,0.00,0.00,10.37,0.00,2.22,2.22,2.22,1.48,2.96,5.19,2.96,1.48,0.74,1.48,0.74,0.00,0.00,0.74,7.41,1.48,0.74,3.70,0.00,2.96,5.19,2.96,0.00,12.59,2.96,6.67,3.70,3.70,0.74,2.96,0.74,0.00,0.00,0.74,0.00,0.00,0.74,0.00,0.00,14.81,5.93,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.74,1.48,0.74
t_hilton_17.txt,1,223,77.62,58.85,53.50,9.31,11.74,18.83,79.37,48.88,10.31,7.62,4.04,2.24,0.00,0.90,0.45,2.69,6.73,13.90,8.07,3.59,5.83,2.69,14.80,4.04,1.35,0.90,5.83,1.79,4.04,1.35,2.69,0.90,0.45,0.45,8.97,1.79,0.00,0.45,1.79,5.83,0.00,0.00,1.79,0.45,1.79,2.24,0.45,0.45,0.00,0.00,0.90,0.00,0.00,0.00,0.90,8.07,3.14,0.00,3.14,0.90,0.90,5.83,5.83,0.45,17.94,4.93,8.07,6.28,0.00,4.48,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.25,8.52,4.04,0.00,0.00,0.45,0.00,0.90,0.00,0.45,0.00,0.90
t_hilton_18.txt,1,161,81.26,30.97,82.93,25.77,10.73,17.39,83.23,47.83,8.70,6.21,4.97,0.62,0.00,0.00,0.62,2.48,8.70,13.04,10.56,4.97,4.35,1.24,14.91,5.59,0.62,1.86,3.11,1.86,7.45,3.73,3.73,0.00,1.86,0.00,3.73,0.00,0.00,0.00,0.00,6.83,0.62,1.86,0.62,1.24,1.24,2.48,1.24,0.00,0.00,1.24,3.73,0.62,0.00,0.00,3.11,2.48,1.24,0.00,1.24,0.00,0.00,8.07,6.83,0.00,19.25,1.86,12.42,5.59,4.35,5.59,3.73,3.11,0.00,0.00,1.86,0.62,0.62,0.00,0.62,0.00,29.19,9.32,4.97,0.62,0.00,2.48,1.86,1.24,0.00,1.86,0.00,6.83
t_hilton_19.txt,1,164,94.44,80.32,40.20,96.29,14.91,7.93,83.54,49.39,7.32,6.71,0.00,5.49,0.61,0.00,0.61,0.61,13.41,14.02,6.71,1.83,6.71,3.05,12.80,6.10,3.05,0.61,2.44,2.44,5.49,4.88,0.00,0.00,0.00,0.00,10.98,0.00,0.61,0.00,0.00,9.15,0.00,0.61,0.00,3.05,1.22,5.49,3.05,2.44,0.61,0.00,2.44,0.00,0.00,0.00,2.44,11.59,6.71,1.22,1.83,1.83,0.00,9.76,2.44,0.00,14.02,1.22,11.59,2.44,1.83,3.05,2.44,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.73,7.93,6.10,0.00,0.00,0.00,0.00,0.61,0.00,1.22,3.66,1.22
t_hilton_2.txt,1,398,92.84,30.77,86.57,34.49,20.95,15.08,90.70,54.02,10.80,6.28,5.53,0.00,0.25,0.50,0.00,4.52,11.31,16.58,7.54,2.76,5.53,1.26,14.32,6.53,3.52,0.25,2.26,1.76,4.52,2.51,2.01,1.01,0.00,0.25,5.03,0.00,0.00,0.50,0.00,8.54,0.25,1.26,1.51,1.51,0.75,3.52,4.27,3.27,0.25,0.75,0.50,0.25,0.25,0.00,0.00,5.53,0.00,1.01,2.51,1.51,1.51,7.04,5.03,0.25,20.35,1.51,15.58,3.77,2.76,1.26,6.03,0.75,0.00,0.00,0.50,0.00,0.00,0.25,0.25,0.00,14.07,4.77,4.77,0.00,0.00,0.00,0.00,1.01,1.51,0.50,1.51,0.00
t_hilton_20.txt,1,188,80.40,27.93,94.96,2.43,15.67,14.36,94.15,58.51,14.36,9.57,7.45,1.06,0.00,0.00,1.06,4.79,10.11,15.43,10.11,3.19,4.26,2.13,18.62,3.19,2.66,0.53,1.60,1.60,3.72,0.53,3.19,0.53,0.00,1.06,5.32,0.00,0.00,0.00,0.00,10.64,3.72,1.06,1.60,1.60,0.53,2.66,1.06,0.00,0.00,1.06,1.60,1.06,0.53,0.00,0.00,5.32,1.06,1.60,2.13,1.06,0.53,6.91,7.45,0.00,18.62,2.13,11.17,6.91,2.66,3.72,5.32,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,6.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
t_hilton_3.txt,1,59,55.26,63.27,56.85,25.77,11.80,22.03,86.44,42.37,5.08,3.39,0.00,3.39,0.00,0.00,0.00,1.69,5.08,8.47,11.86,5.08,6.78,3.39,15.25,5.08,0.00,0.00,0.00,0.00,8.47,3.39,3.39,0.00,0.00,0.00,10.17,0.00,1.69,0.00,0.00,11.86,0.00,3.39,3.39,1.69,0.00,6.78,1.69,0.00,0.00,0.00,5.08,0.00,1.69,0.00,5.08,8.47,3.39,0.00,3.39,1.69,0.00,6.78,5.08,0.00,18.64,3.39,11.86,5.08,5.08,1.69,3.39,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.95,8.47,5.08,0.00,0.00,0.00,0.00,1.69,0.00,1.69,0.00,0.00
t_hilton_4.txt,1,154,87.28,37.27,76.45,94.75,25.67,14.29,83.12,50.00,7.14,4.55,1.95,0.00,2.60,0.00,0.00,2.60,10.39,13.64,9.09,2.60,7.79,1.95,12.99,9.74,6.49,0.00,1.95,5.84,4.55,4.55,0.00,0.00,0.00,0.00,3.25,0.00,0.65,0.00,0.00,8.44,0.00,0.00,0.65,1.30,2.60,5.19,0.65,0.00,0.65,0.00,0.65,0.00,0.00,0.00,0.65,5.84,0.00,1.30,3.90,1.30,0.00,4.55,8.44,0.65,18.83,3.25,16.23,1.95,2.60,4.55,2.60,1.30,0.00,0.00,0.65,0.00,0.00,0.00,0.65,0.00,12.99,3.90,6.49,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.30,0.00
t_hilton_5.txt,1,177,66.11,54.50,79.71,57.83,17.70,10.73,90.40,57.63,13.56,9.04,3.95,2.26,0.56,0.56,1.69,4.52,10.73,11.30,9.60,5.08,6.21,2.26,17.51,2.26,0.56,0.56,2.82,1.13,2.82,2.26,0.56,0.00,0.56,0.00,7.91,1.13,0.00,1.69,0.00,5.65,0.56,0.56,0.56,1.69,0.56,3.39,1.69,1.13,0.56,0.00,1.13,0.00,0.00,0.00,1.13,8.47,3.39,2.26,1.69,1.69,0.00,9.60,7.34,1.13,19.21,2.26,10.17,7.34,1.69,1.13,1.69,5.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.73,5.08,4.52,0.00,0.00,0.00,0.56,0.56,0.00,0.00,0.00,0.00
t_hilton_6.txt,1,131,41.08,62.01,92.80,54.51,18.71,18.32,91.60,58.78,22.14,18.32,12.21,0.00,1.53,3.05,1.53,3.82,3.05,16.79,7.63,6.11,6.87,0.76,19.85,5.34,3.82,3.05,2.29,2.29,4.58,3.05,1.53,0.00,0.76,0.76,15.27,0.00,0.76,3.05,0.00,6.87,2.29,0.76,0.00,3.05,0.76,0.76,3.05,0.00,3.05,0.00,0.76,0.00,0.76,0.00,0.00,5.34,0.00,3.05,1.53,2.29,0.00,8.40,7.63,0.76,17.56,6.11,6.11,6.11,6.11,0.76,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,3.05,5.34,0.00,0.00,0.76,1.53,0.00,4.58,0.76,0.00,0.00
